gene_id,CK_1,CK_2,TR_1,TR_2,CKK_1,CKK_2,TRR_1,TRR_2
Os01g0162200,32,27,32,16,69,142,39,8
Os01g0162300,14,12,5,4,24,32,24,17
Os01g0162400,0,0,0,0,0,0,0,0
Os01g0162500,0,0,0,0,0,0,0,0
Os01g0162701,0,0,0,0,0,0,0,0
Os01g0162800,0,0,0,0,0,0,0,0
Os01g0162900,0,2,0,0,1,0,0,0
Os01g0163000,0,5,0,25,11,29,6,8
Os01g0163450,0,0,0,0,0,0,0,0
Os01g0163616,0,0,0,0,0,0,0,0
Os01g0164075,0,0,0,0,0,0,0,0
Os01g0164300,0,0,0,0,0,0,0,0
Os01g0164400,899,1020,1174,1376,1351,1365,1066,884
Os01g0164500,402,434,391,676,760,1072,821,515
Os01g0164600,10860,8757,11650,10058,6770,5744,6499,8427
Os01g0164650,0,28,43,37,0,16,15,0
Os01g0164700,1107,1016,1155,1291,1217,1191,636,716
Os01g0164800,134,110,240,366,134,132,85,73
Os01g0165000,473,457,702,735,861,881,663,552
Os01g0165100,1,3,4,1,0,0,7,0
Os01g0165200,99,103,546,303,1954,2003,527,492
Os01g0165600,0,0,0,0,0,6,7,4
Os01g0165800,2776,3014,2256,3106,578,788,534,299
Os01g0166100,2091,2058,2062,1772,1455,1331,1626,1640
Os01g0166200,4,19,42,23,45,62,23,5
Os01g0166300,48,60,144,94,107,106,83,59
Os01g0166400,0,14,0,33,9,5,9,0
Os01g0166500,8,24,22,25,263,235,127,166
Os01g0166700,1145,1517,1463,1650,1035,1181,2198,2308
Os01g0166800,357,316,167,125,144,107,574,173
Os01g0167100,851,835,988,791,424,611,314,423
Os01g0167400,523,484,216,247,1064,847,726,965
Os01g0167500,3852,3579,5608,5570,8047,9697,3071,3684
Os01g0167600,21,39,104,41,6,22,0,21
Os01g0167700,107,105,122,98,50,51,54,65
Os01g0167750,78,143,134,137,64,102,61,24
Os01g0167800,472,617,765,647,221,229,40,40
Os01g0167900,10,30,45,71,32,52,13,32
Os01g0168000,0,0,0,0,0,0,0,0
Os01g0168100,3752,5405,4793,4341,1590,2206,1053,1162
Os01g0168200,447,683,1287,1798,420,447,338,300
Os01g0168300,441,686,875,828,1534,1633,1143,952
Os01g0168350,4,6,23,7,17,6,4,0
Os01g0168400,56,154,228,236,6242,4521,4016,3910
Os01g0168450,0,16,3,2,366,316,219,147
Os01g0168500,1334,1367,1168,992,1053,1063,917,791
Os01g0168600,327,310,544,468,534,639,326,380
Os01g0168800,47,77,18,0,67,97,108,55
Os01g0168850,0,0,0,0,7,0,0,1
Os01g0169000,0,0,0,0,0,0,0,0
Os01g0169400,0,19,0,10,6,9,18,6
Os01g0169500,3058,3534,4679,5090,4767,4976,2003,1452
Os01g0169800,871,939,947,1200,2201,1961,1784,1001
Os01g0169900,3113,3960,4371,4179,5009,5005,3026,1748
Os01g0170000,1028,1465,885,796,325,405,459,1251
Os01g0170051,4927,6270,7108,5071,2477,2530,1748,1012
Os01g0170100,243,225,328,269,413,309,272,255
Os01g0170300,11,0,0,0,0,23,40,7
Os01g0170500,4,10,27,7,13,17,24,0
Os01g0170600,1352,2890,936,1730,506,418,749,626
Os01g0170700,145,227,79,108,32,28,105,22
Os01g0170800,71,138,120,137,93,165,91,32
Os01g0170900,9,9,17,12,14,4,11,17
Os01g0171000,910,665,463,246,323,236,243,409
Os01g0171100,0,0,0,0,0,0,0,0
Os01g0171200,0,0,0,0,0,0,0,0
Os01g0171800,6428,5540,4942,4337,1086,1440,577,502
Os01g0172000,1637,1639,1543,1575,1783,2331,1152,566
Os01g0172100,3815,2536,1136,1331,818,840,1952,1984
Os01g0172200,830,832,1312,1170,1145,1004,678,708
Os01g0172300,457,437,656,494,680,687,579,679
Os01g0172400,8736,12105,9940,12493,32560,32556,13040,11753
Os01g0172600,261,219,142,167,227,360,301,271
Os01g0172701,77,149,36,96,30,11,43,53
Os01g0172800,925,879,431,602,1334,1253,747,1082
Os01g0172900,10,9,23,22,11,4,2,2
Os01g0173000,7771,6526,6340,6176,556,572,737,782
Os01g0173100,1334,1827,1269,1274,927,852,475,723
Os01g0173600,0,0,0,0,18,20,0,0
Os01g0173900,4446,3933,5880,7461,8725,11291,3840,1748
Os01g0173950,0,0,6,2,1,3,0,4
Os01g0174000,740,614,487,415,250,241,147,226
Os01g0174100,791,858,1085,1218,909,823,682,685
Os01g0174200,58,30,29,25,26,29,30,33
Os01g0174300,149,241,307,415,210,247,202,153
Os01g0174400,77,68,47,90,73,49,66,30
Os01g0174500,121,129,235,238,114,164,73,75
Os01g0174600,0,0,0,0,0,0,0,0
Os01g0174700,271,328,158,215,137,156,221,205
Os01g0174900,516,850,819,1340,1206,1168,848,1149
Os01g0175000,4027,4306,6116,5931,8687,7788,3727,4258
Os01g0175100,362,513,6105,4370,6680,5942,1026,1131
Os01g0175400,62,43,39,85,172,143,20,23
Os01g0175500,184,174,373,394,645,672,228,231
Os01g0175600,424,344,115,212,0,4,16,0
Os01g0175633,0,0,0,0,0,0,0,0
Os01g0175700,32897,27121,11475,14869,37,8,200,96
Os01g0175733,259,184,111,135,0,0,0,0
Os01g0175850,0,8,0,14,3,0,1,4
Os01g0176000,308,602,196,868,421,310,92,64
Os01g0176050,9,22,4,48,25,12,0,0
Os01g0176100,50,54,38,47,97,61,38,11
Os01g0176150,0,1,0,0,0,0,0,0
Os01g0176200,266,386,147,291,120,87,24,6
Os01g0176300,25,36,72,67,44,52,32,0
Os01g0176400,685,374,478,399,61,52,53,197
Os01g0176500,0,0,8,0,6,14,4,4
Os01g0176700,237,371,302,350,336,288,349,267
Os01g0176751,40,66,86,45,82,84,37,12
Os01g0176800,7,0,0,14,102,57,48,24
Os01g0176900,0,0,0,0,4,0,0,0
Os01g0177100,32,10,0,4,25,18,15,0
Os01g0177150,0,3,0,0,0,0,0,0
Os01g0177200,1786,2149,2947,3186,3764,3688,1615,1146
Os01g0177400,40,0,0,0,0,0,0,0
Os01g0177500,8,8,4,0,0,0,4,0
Os01g0177900,138,128,132,87,58,123,52,71
Os01g0178000,632,1210,1885,2187,6241,5651,2040,1988
Os01g0178100,3503,2494,1574,1579,970,854,575,502
Os01g0178200,478,557,462,635,276,345,175,121
Os01g0178300,87,84,63,71,10,26,148,155
Os01g0178400,461,595,1051,915,495,461,111,265
Os01g0178500,2954,2770,9053,7624,12845,11413,1493,1596
Os01g0178600,0,0,0,0,0,0,0,0
Os01g0178700,66,99,227,188,527,573,201,196
Os01g0178775,0,0,2,2,3,2,0,0
Os01g0178850,0,0,0,0,0,0,0,0
Os01g0178900,100,124,190,237,680,610,128,40
Os01g0179000,12,14,276,404,653,778,56,28
Os01g0179200,815,1097,764,999,546,868,635,583
Os01g0179300,2937,2904,4744,5284,7843,6956,3516,2809
Os01g0179400,2323,2251,2915,3367,2323,2555,1487,820
Os01g0179500,2627,2867,2622,2855,2512,2353,1432,1174
Os01g0179600,183080,159831,29344,75705,34,15,194,586
Os01g0179700,809,1118,1019,892,755,860,729,739
Os01g0179750,143,163,150,110,80,111,145,119
Os01g0179800,31001,26708,18032,24083,649,902,1649,1434
Os01g0179901,5,4,18,8,0,8,0,46
Os01g0180000,44,29,30,69,38,16,16,8
Os01g0180050,0,0,0,0,0,0,0,0
Os01g0180300,369,252,1139,562,1256,778,1291,1845
Os01g0180400,64,76,3,0,8,8,16,0
Os01g0180500,1,1,27,7,1,2,1,1
Os01g0180600,378,335,697,528,1071,950,358,218
Os01g0180700,176,186,128,126,29,29,102,78
Os01g0180800,4359,4670,6808,8403,1880,2506,3569,2418
Os01g0180850,8,0,2,2,0,0,6,4
Os01g0180900,0,0,0,0,0,0,0,0
Os01g0181000,877,989,1344,1306,1375,1139,1016,877
Os01g0181033,0,4,0,0,0,3,0,0
Os01g0181166,12,10,23,45,23,55,68,62
Os01g0181300,89,66,113,63,124,109,97,112
Os01g0182100,974,1686,1028,1562,407,351,247,207
Os01g0182200,4477,5879,4040,5320,2595,2711,2173,2166
Os01g0182300,76,122,111,151,85,96,69,123
Os01g0182400,366,383,536,745,361,295,292,231
Os01g0182500,209,383,373,483,565,468,249,241
Os01g0182600,14927,13231,3779,4395,98420,99665,68929,63366
Os01g0182700,16,18,7,43,3,0,6,6
Os01g0182832,75,96,362,262,477,444,65,4
Os01g0182900,1100,1191,1110,1216,1085,1272,929,1162
Os01g0183000,192,276,280,359,564,700,96,126
Os01g0183100,217,346,356,682,859,1068,603,426
Os01g0183300,100,63,86,55,154,116,38,58
Os01g0183400,0,0,0,0,0,0,0,0
Os01g0183500,0,0,0,0,0,0,0,3
Os01g0183600,107,132,36,90,24,23,36,50
Os01g0183633,455,678,354,304,285,287,264,281
Os01g0183800,1741,2138,2694,2799,3977,3905,2207,2459
Os01g0183850,4,5,0,7,1,3,8,4
Os01g0183950,1,4,3,3,56,61,2,0
Os01g0184000,101,185,160,238,278,308,321,330
Os01g0184050,16,28,0,19,0,0,54,90
Os01g0184100,263,332,161,323,157,130,406,1453
Os01g0184200,1197,1277,2220,1674,2848,3125,1388,738
Os01g0184500,765,913,1687,1813,4843,4874,2332,2215
Os01g0184700,85,101,147,138,123,229,182,205
Os01g0184800,529,687,631,759,747,740,316,346
Os01g0184900,5469,5958,7650,8791,9116,8899,4702,3965
Os01g0185000,0,0,0,0,0,0,0,0
Os01g0185100,0,0,0,0,8,13,0,0
Os01g0185200,3913,4960,4843,4591,8693,10252,4939,3758
Os01g0185250,5,0,79,10,166,316,60,9
Os01g0185300,1074,1649,2163,3202,19015,21007,8329,6372
Os01g0185350,51,95,43,184,79,156,52,61
Os01g0185400,1427,1445,1733,2044,4500,4118,1353,1419
Os01g0185500,198,160,406,205,1548,932,230,352
Os01g0185900,15,12,115,209,504,456,7,16
Os01g0186000,0,2,89,134,1289,1155,275,185
Os01g0186200,1059,905,7273,6007,46063,31740,8447,9363
Os01g0186400,0,0,0,0,3058,1724,4,0
Os01g0186600,0,27,0,26,218,255,11,0
Os01g0186700,2402,2809,3099,3428,2784,3082,1991,1611
Os01g0186900,827,844,234,236,123,192,16,63
Os01g0186950,0,0,0,0,0,0,0,0
Os01g0187000,19,63,48,44,32,52,30,46
Os01g0187200,19,58,16,57,300,477,80,115
Os01g0187300,7,19,3,13,128,257,19,19
Os01g0187350,0,0,0,0,0,0,0,0
Os01g0187400,5795,5518,5604,6927,6729,7319,3821,1863
Os01g0187500,2054,1843,1219,1180,969,890,817,891
Os01g0187600,0,0,0,0,0,0,0,3
Os01g0187900,361,427,254,583,1955,1658,1596,1847
Os01g0188100,5663,4862,12229,12598,4148,3720,629,720
Os01g0188200,1638,1083,2064,1823,1350,1289,282,98
Os01g0188400,19082,17302,16309,16425,7001,7400,4817,3044
Os01g0188525,593,757,731,821,445,485,257,87
Os01g0188900,912,1012,1519,1810,3575,3681,1776,1232
Os01g0189100,150,203,335,382,187,202,91,107
Os01g0189700,623,910,938,1184,1321,1299,682,641
Os01g0189800,2258,2514,2396,3305,5047,5044,2498,1970
Os01g0190000,883,739,453,436,2375,2788,5271,8634
Os01g0190300,2429,1395,528,337,304,184,849,1132
Os01g0190400,42,60,14,4,5,7,8,6
Os01g0190500,0,0,0,0,0,0,0,0
Os01g0191000,24,28,25,26,41,34,26,31
Os01g0191100,408,514,687,1380,1385,1709,1401,1616
Os01g0191150,0,0,0,0,0,0,0,0
Os01g0191200,3190,444,14,34,2092,2188,6197,14842
Os01g0191300,983,805,516,579,852,800,640,527
Os01g0191400,0,12,8,9,0,8,3,0
Os01g0191500,2226,3288,4043,4947,5129,5770,2910,2476
Os01g0191700,10560,12539,7090,7022,2672,3377,2309,1796
Os01g0191800,0,0,0,0,5,8,0,10
Os01g0191900,663,721,554,585,1320,1305,1373,1519
Os01g0192000,2263,1634,19476,10389,28277,25255,1442,2189
Os01g0192101,0,0,276,15,445,150,6,0
Os01g0192300,4360,3179,1901,3182,2263,2120,716,1524
Os01g0192401,0,0,0,0,10,0,0,12
Os01g0192500,30,28,66,41,280,224,47,90
Os01g0192550,32,32,12,13,29,25,34,9
Os01g0192600,330,261,440,424,465,454,341,286
Os01g0192700,11,7,69,17,52,25,26,51
Os01g0192900,40,187,6824,3757,9513,6985,7202,3693
Os01g0193250,0,0,12,0,0,0,1,6
Os01g0193400,614,547,631,673,448,490,519,506
Os01g0193500,0,13,0,50,0,0,30,0
Os01g0193600,275,273,357,516,335,300,552,311
Os01g0193700,71,83,145,139,121,101,61,44
Os01g0193900,775,1052,1681,1612,979,992,603,345
Os01g0194000,1222,1194,416,489,812,871,352,311
Os01g0194200,82,85,186,163,578,520,160,154
Os01g0194300,271,678,1077,1167,7460,8689,1461,772
Os01g0194600,2216,1836,158,190,310,540,557,587
Os01g0195000,807,1047,1206,1747,1407,1279,667,383
Os01g0195066,0,1,0,0,0,2,0,0
Os01g0195100,0,0,0,0,0,0,0,0
Os01g0195200,43,63,68,64,144,156,180,61
Os01g0195300,11,34,16,14,37,27,2,4
Os01g0195400,174,118,75,56,129,308,155,125
Os01g0195500,1964,2268,2534,2572,2416,2364,1934,2196
Os01g0195700,0,0,0,0,0,0,0,0
Os01g0195801,0,0,0,0,0,0,0,0
Os01g0196133,0,0,0,0,0,0,0,0
Os01g0196300,0,0,0,83,14,4,0,0
Os01g0196500,383,351,342,405,286,309,205,336
Os01g0196600,316,343,409,511,565,663,320,314
Os01g0196800,9,8,4,0,10,5,0,12
Os01g0197100,1466,1580,2500,1538,2979,3151,284,880
Os01g0197150,53,81,117,102,121,149,28,53
Os01g0197200,1133,1405,1773,2141,2270,2021,1309,1547
Os01g0197350,501,449,1107,1387,1376,1250,491,740
Os01g0197400,759,860,1799,2125,3862,3453,2576,5102
Os01g0197450,15,9,8,16,14,12,27,9
Os01g0197500,211,172,210,238,107,98,89,78
Os01g0197700,0,35,2355,879,9,12,113,45
Os01g0197900,192,137,134,166,86,49,48,14
Os01g0198000,410,250,86,134,78,61,66,51
Os01g0198200,4450,5070,5983,5604,7845,7565,5211,4290
Os01g0198250,20,15,31,33,45,37,22,10
Os01g0198500,0,0,0,0,32,28,4,0
Os01g0198702,4,20,7,7,0,0,10,10
Os01g0198900,13010,11970,7648,9813,2295,1917,1973,6752
Os01g0199300,0,0,0,0,0,0,10,3
Os01g0199400,3896,3459,1759,1854,400,509,257,519
Os01g0199550,231,178,104,179,22,29,26,47
Os01g0199700,225,169,0,8,3,0,79,133
Os01g0199900,1520,1658,1646,1350,2492,2470,1946,2059
Os01g0199950,0,1,0,2,1,1,0,2
Os01g0200000,987,1234,1073,1122,1017,1168,1074,1070
Os01g0200150,118,126,123,153,148,167,119,50
Os01g0200200,0,0,0,0,10,3,6,5
Os01g0200300,122,79,10,0,18,10,69,73
Os01g0200350,52,0,0,0,0,17,14,17
Os01g0200400,245,268,287,219,200,190,126,227
Os01g0200500,377,566,711,763,835,964,765,410
Os01g0200600,0,0,0,0,0,0,0,0
Os01g0200700,522403,770273,265166,379468,40667,87936,150279,20273
Os01g0200950,337,283,344,348,346,303,335,237
Os01g0201000,507,409,474,445,353,418,503,559
Os01g0201100,343,341,277,584,1201,1870,257,105
Os01g0201200,12217,11647,3230,4248,740,1060,1110,654
Os01g0201250,78,42,57,46,102,121,51,60
Os01g0201275,0,0,0,0,0,4,0,0
Os01g0201300,0,0,0,0,0,0,0,0
Os01g0201400,0,0,0,0,0,0,0,0
Os01g0201500,0,0,0,0,0,0,0,0
Os01g0201600,0,6,0,0,0,0,0,12
Os01g0201700,4,0,0,0,0,0,0,0
Os01g0201750,0,0,0,0,0,0,0,0
Os01g0201800,10,26,25,17,60,47,54,9
Os01g0201850,0,0,0,0,0,0,0,0
Os01g0201900,606,705,786,591,2027,1770,1305,459
Os01g0202500,0,5,159,117,8565,7347,6689,6927
Os01g0202601,0,0,0,0,0,0,0,0
Os01g0202700,0,0,0,9,0,0,3,0
Os01g0202800,88,51,33,13,46,47,60,91
Os01g0203000,1572,2015,2068,1953,3015,3351,911,606
Os01g0203300,130,163,115,197,190,202,154,177
Os01g0203400,156,50,276,233,680,654,273,235
Os01g0203800,6060,5123,3078,3054,601,653,555,752
Os01g0203900,1094,306,262,483,251,171,68,0
Os01g0204000,296,332,342,291,189,145,121,91
Os01g0205100,585,740,748,902,806,995,668,459
Os01g0205200,164,263,330,651,258,188,436,307
Os01g0205300,1009,903,1318,842,405,432,283,669
Os01g0205401,0,0,0,0,0,0,0,0
Os01g0205500,914,1077,1316,2176,2160,2288,1967,2160
Os01g0205550,0,5,0,9,12,6,12,8
Os01g0205600,148,142,101,141,89,99,80,206
Os01g0205700,1538,1599,2362,1861,3483,3651,1877,1508
Os01g0205800,3,0,0,0,3,0,3,0
Os01g0205900,0,0,0,0,0,0,0,0
Os01g0206200,388,427,511,617,197,197,129,62
Os01g0206300,0,0,4,0,0,0,0,0
Os01g0206600,133,192,205,242,179,271,193,243
Os01g0206650,995,539,169,138,23,44,59,422
Os01g0206700,18041,15273,8673,6237,988,1252,994,2289
Os01g0206800,139,142,182,95,27,50,38,32
Os01g0207001,16,24,41,29,6,7,0,13
Os01g0207200,41,79,44,20,95,52,65,47
Os01g0207300,0,0,0,0,0,0,0,0
Os01g0207400,1549,1227,643,482,3492,3644,3509,7488
Os01g0207500,66,23,11,5,296,279,94,133
Os01g0207600,0,0,0,0,0,0,0,0
Os01g0207700,4,0,0,0,0,0,5,0
Os01g0207900,10,11,4,0,3,11,8,12
Os01g0208000,20,8,0,6,141,149,109,278
Os01g0208400,11,3,0,0,15,12,14,49
Os01g0208600,2650,2658,2426,2167,3776,3349,1426,1022
Os01g0208700,23874,19908,24302,23729,11205,9706,20704,28897
Os01g0208800,84,0,41,54,13,17,32,39
Os01g0209000,1502,1614,1759,2138,1647,1902,1408,1307
Os01g0209150,8,0,0,0,11,22,4,8
Os01g0209200,333,339,673,643,583,747,490,479
Os01g0209300,0,0,0,0,2,0,6,0
Os01g0209400,1056,956,1342,1345,861,1142,932,1015
Os01g0209500,0,0,0,0,0,0,6,0
Os01g0209566,0,0,0,0,0,0,0,0
Os01g0209700,0,0,0,0,23,0,43,28
Os01g0209750,0,0,0,3,0,0,0,0
Os01g0209800,4642,5178,2873,4796,8196,15159,5434,227
Os01g0209901,0,14,57,34,109,182,91,0
Os01g0210200,0,0,0,0,0,14,0,0
Os01g0210300,0,0,0,7,8,0,0,0
Os01g0210400,14,0,0,0,21,23,0,0
Os01g0210500,6753,6398,4981,8187,3878,3288,2322,3200
Os01g0210550,29,47,33,65,56,30,14,11
Os01g0210600,6857,9415,9932,15031,4851,5212,6252,7127
Os01g0210700,696,601,35,38,24,30,376,306
Os01g0210750,224,208,135,121,74,71,80,74
Os01g0210800,198,105,44,31,55,37,55,55
Os01g0210900,0,0,0,0,11,14,0,0
Os01g0211000,0,0,0,0,0,0,0,0
Os01g0211200,0,0,0,1,4,0,0,0
Os01g0211400,0,0,0,0,0,0,0,0
Os01g0211600,95,145,353,414,195,237,402,422
Os01g0211800,55,33,147,10,0,4,8,37
Os01g0212000,0,3,6,0,5,11,5,4
Os01g0212100,1833,1622,2658,2209,3700,3527,1609,1144
Os01g0212400,799,811,1900,1156,4502,5220,1741,1066
Os01g0212500,0,0,0,0,0,0,0,0
Os01g0212700,13,8,0,0,5,8,11,17
Os01g0212900,0,0,0,0,3,9,4,0
Os01g0213100,16,0,0,0,0,4,22,127
Os01g0213300,0,0,0,0,0,0,0,0
Os01g0213350,6,0,0,1,2,3,5,2
Os01g0213400,24,34,157,208,1063,999,534,504
Os01g0213800,340,129,303,128,88,189,0,32
Os01g0214001,0,0,0,0,0,0,0,0
Os01g0214200,214,287,386,653,430,513,189,230
Os01g0214300,1139,1185,1064,1200,1229,1355,970,1095
Os01g0214400,2891,3368,2947,3296,3857,4330,2773,2058
Os01g0214500,98,154,29,125,266,291,173,87
Os01g0214600,159,93,430,51,236,185,98,148
Os01g0214800,9300,10805,4899,5462,1872,2550,3176,2452
Os01g0214901,10,30,0,15,0,0,4,0
Os01g0215000,39,43,0,0,55,71,119,165
Os01g0215100,145,124,53,79,25,32,23,50
Os01g0215500,0,0,3,0,0,0,0,0
Os01g0215700,0,4,50,0,3,0,0,0
Os01g0215725,0,0,0,0,0,0,0,0
Os01g0215750,0,0,6,0,123,79,0,2
Os01g0216000,0,0,1824,1081,23361,15046,173,440
Os01g0216150,0,0,8,3,32,39,0,0
Os01g0216300,0,0,0,0,3,0,0,0
Os01g0216350,0,0,0,0,0,0,0,0
Os01g0216400,0,0,0,0,34,27,0,0
Os01g0216500,0,0,0,0,12,0,0,0
Os01g0216600,0,0,0,0,0,0,0,0
Os01g0216900,0,0,0,0,0,0,0,0
Os01g0216951,0,0,0,0,0,0,0,0
Os01g0217000,128,100,21,31,39,88,261,425
Os01g0217050,4,0,0,0,0,4,6,5
Os01g0217100,0,9,0,11,5,8,9,9
Os01g0217400,0,0,0,0,0,0,0,0
Os01g0217500,31,19,46,0,93,130,30,27
Os01g0217800,427,436,554,640,949,967,384,378
Os01g0218032,4347,4180,6804,6804,9845,10478,5015,3056
Os01g0218100,256,795,8,565,8,10,63,96
Os01g0218200,48,103,242,150,79,120,54,26
Os01g0218350,0,17,8,2,0,0,0,0
Os01g0218500,9,10,15,0,0,0,0,2
Os01g0218700,9397,8140,9066,10602,4339,4814,4070,4193
Os01g0218800,1435,1276,2319,1822,1474,1790,1250,832
Os01g0218900,2092,1320,1150,1066,868,983,855,937
Os01g0219000,119,182,282,272,183,309,359,401
Os01g0219100,60,64,53,156,136,143,70,120
Os01g0219200,57,46,39,4,26,24,32,33
Os01g0219300,81,56,561,293,430,373,58,143
Os01g0219500,0,0,0,0,0,0,0,0
Os01g0219600,0,0,0,0,0,0,0,0
Os01g0220100,0,0,0,0,0,0,0,0
Os01g0220150,0,0,0,0,0,0,0,0
Os01g0220200,1667,1649,4984,5574,1068,1094,423,135
Os01g0220300,554,634,728,659,471,514,399,361
Os01g0220400,625,741,400,641,345,286,369,429
Os01g0220500,0,0,0,0,0,0,0,0
Os01g0220700,593,409,470,227,0,0,38,80
Os01g0220801,0,0,0,0,0,0,0,0
Os01g0220900,0,0,0,0,0,0,0,0
Os01g0221000,423,384,1009,1018,2108,1601,1105,1335
Os01g0221100,694,898,2195,2675,5809,5167,1624,912
Os01g0221300,305,396,226,263,238,239,281,184
Os01g0221400,1014,995,0,0,3,0,277,296
Os01g0221500,2525,2761,1881,1590,4022,4206,5695,5124
Os01g0221600,4115,3537,4542,2455,374,303,836,615
Os01g0221700,955,921,1847,2082,2664,2696,1729,2056
Os01g0221800,239,304,428,550,687,768,787,1421
Os01g0221900,241,208,321,250,444,274,253,196
Os01g0222001,19,16,0,0,0,0,0,0
Os01g0222300,0,0,0,0,0,0,0,5
Os01g0222500,74,60,430,307,189,173,295,257
Os01g0222600,10379,9543,27617,28091,17832,16585,19270,33623
Os01g0222700,576,594,2110,2353,1470,1520,1317,992
Os01g0222800,0,0,0,5,36,11,23,15
Os01g0222900,0,0,12,20,38,57,22,0
Os01g0223000,205,120,199,144,124,145,154,85
Os01g0223200,3074,2712,3912,2715,742,686,863,1817
Os01g0223300,0,0,11,0,0,0,0,0
Os01g0223500,15,104,67,81,85,70,51,75
Os01g0223600,1088,1288,1304,1376,1151,1309,824,683
Os01g0223700,1105,1003,702,552,938,947,1159,710
Os01g0223800,44,17,52,45,83,55,41,22
Os01g0223900,12,0,12,25,280,364,52,75
Os01g0224000,51,46,43,91,227,288,130,47
Os01g0224100,7,29,7,17,50,52,81,64
Os01g0224166,108,139,42,31,21,3,40,93
Os01g0224200,5,0,0,4,0,0,4,6
Os01g0224300,50,94,38,130,49,42,54,84
Os01g0224400,332,466,423,500,205,178,260,216
Os01g0224500,536,708,549,740,890,999,1003,889
Os01g0224700,380,553,339,598,44,76,53,103
Os01g0225000,749,1037,103,90,0,3,6,10
Os01g0225100,8580,7726,7373,6807,6585,7002,3509,3196
Os01g0225200,814,746,947,978,969,1049,518,374
Os01g0225300,1014,1092,1112,1081,696,847,597,478
Os01g0225400,126,206,843,960,1143,926,899,1237
Os01g0225500,0,0,0,4,0,0,8,4
Os01g0225550,0,8,30,99,2,0,2,0
Os01g0225600,93,75,0,0,2,0,0,0
Os01g0225700,4,13,1,7,0,12,10,9
Os01g0226200,0,0,0,0,0,0,0,0
Os01g0226250,12,0,0,0,0,0,4,11
Os01g0226300,136,150,113,104,29,77,23,84
Os01g0226400,0,16,15,16,157,50,0,0
Os01g0226450,0,0,0,0,8,0,0,0
Os01g0226500,689,878,1087,878,1226,1233,935,782
Os01g0226600,1116,1330,1501,1946,159,213,156,72
Os01g0226666,0,0,0,0,0,0,0,0
Os01g0226700,0,0,0,0,0,0,0,0
Os01g0227100,4428,5813,9969,11605,7502,10179,7081,789
Os01g0227200,4516,4674,1835,1652,2053,1693,1234,1646
Os01g0227250,27,52,8,6,9,7,6,32
Os01g0227300,3252,3448,2621,2645,1210,1241,902,1208
Os01g0227350,3917,3946,1662,1799,72,81,170,284
Os01g0227400,1637,1917,776,665,4,39,148,339
Os01g0227500,1303,1262,276,273,91,68,431,703
Os01g0227700,125,184,2352,1722,6291,5031,1687,1315
Os01g0227800,3073,2200,180,274,8,23,506,488
Os01g0228300,1456,1305,1842,1929,818,886,492,481
Os01g0228400,37210,29749,31862,30068,2017,1561,338,238
Os01g0228450,103,70,373,606,0,0,0,0
Os01g0228500,28,34,45,37,21,36,8,10
Os01g0228600,13223,10243,14956,13501,8123,6721,6589,10186
Os01g0228800,368,370,487,566,1337,1562,463,364
Os01g0228901,63,30,101,83,58,90,28,0
Os01g0229000,5,16,9,14,3,6,14,26
Os01g0229100,888,1246,1574,2505,2945,3154,2222,1767
Os01g0229200,4107,4556,5208,6090,8405,8789,5854,4797
Os01g0229250,4,21,18,23,37,34,12,2
Os01g0229300,408,330,359,598,353,332,153,117
Os01g0229400,299,211,188,148,115,104,79,226
Os01g0229500,240,207,210,331,393,349,298,490
Os01g0229600,2409,1105,74,102,98,67,479,644
Os01g0229700,9,0,14,6,14,20,4,6
Os01g0229800,0,0,0,0,0,0,0,0
Os01g0229900,122,161,313,233,966,879,299,306
Os01g0230200,570,775,477,568,249,247,147,169
Os01g0230700,0,0,0,0,0,0,0,0
Os01g0230800,3,1,0,3,40,20,27,10
Os01g0231000,2292,2565,1612,1697,3664,3514,1517,2111
Os01g0231500,4214,4185,3907,3656,2567,2288,2195,1470
Os01g0231600,12,2,11,8,0,0,0,6
Os01g0231700,521,689,463,1119,637,687,811,1086
Os01g0231800,176,321,164,332,329,222,454,411
Os01g0231900,2099,2188,3956,3714,3477,3287,1946,2107
Os01g0231950,8,0,0,0,0,0,0,9
Os01g0232000,4334,3887,2270,3096,60,108,1324,2717
Os01g0232100,7,9,28,30,69,45,38,57
Os01g0232200,0,0,0,0,0,0,0,0
Os01g0232300,1116,1082,1956,2198,1635,1922,1751,952
Os01g0232400,1785,2173,2829,2872,4033,4008,2125,1913
Os01g0232450,0,0,0,0,0,0,0,0
Os01g0232500,1559,2079,2601,2684,3971,3357,1622,1902
Os01g0232550,1,12,13,8,0,2,2,5
Os01g0232700,1640,2485,2673,3401,4271,4331,3893,3613
Os01g0232800,1149,1450,1775,2152,3049,3320,1276,1419
Os01g0233000,5902,6483,4431,4107,11012,9228,9096,11908
Os01g0233100,19,20,25,30,28,58,31,38
Os01g0233400,9,5,10,11,24,24,6,37
Os01g0233500,66,102,106,115,161,248,143,161
Os01g0233800,0,15,0,8,24,8,0,9
Os01g0233850,8,0,0,3,12,0,0,0
Os01g0233900,286,282,73,106,48,18,11,12
Os01g0234001,68,48,29,17,17,9,6,3
Os01g0234100,95,174,141,180,96,86,94,28
Os01g0234200,0,0,0,0,0,0,0,0
Os01g0234300,521,426,156,242,199,133,248,230
Os01g0234433,18,38,71,0,0,18,0,0
